gene,correlation,rmse,n_samples
LINC01515,0.21078278607925896,0.791351946815981,10
AC018816.1,0.2107282545025298,70.13783589170515,10
HSPA6,0.2107001455899312,8.928302027603644,10
CD44,0.2106942581557581,281.6386954660446,10
TMX4,0.2106888100851064,43.65424114550578,10
ZC3H7B,0.21065555331862834,49.90470282176261,10
ITGA6,0.21064225169206374,128.19998406147099,10
PDZD7,0.21059835283755524,1.1557634994756547,10
AC105101.2,0.2105616885970331,0.15456928393591407,10
PSMD13,0.21050127255593312,116.82964203301103,10
DCAF10,0.21043309632174986,58.42554365922666,10
SLC7A9,0.21040689030608697,0.7519609927895121,10
GAS2L1,0.2101246561271848,31.12426508359789,10
PCDHB5,0.2101176828801433,3.4680767589677615,10
ROMO1,0.2100818813520155,1063.5736228806506,10
NPHS1,0.21006994839769524,0.11974947555670884,10
AL137025.1,0.21005639539316973,0.30340385874175774,10
LINC01534,0.20998275377313025,0.8247522248465358,10
ZNF790,0.20994976462307044,4.008749217830738,10
REX1BD,0.2099051734241731,31.904417659371845,10
MORC2-AS1,0.2098696408323821,0.13321614106833865,10
VPS13B-DT,0.20953753422599986,1.0840295599348706,10
AP005131.2,0.20952516251258627,6.357579548013422,10
AC105345.1,0.20950217992095216,0.853067693737939,10
ZNF250,0.20946732956077105,8.500370335811454,10
AC006042.3,0.20932355216463602,0.4559368021233919,10
ABCC5,0.20931707187114204,31.497875096267364,10
B4GALT5,0.2092616262995612,122.58361252114372,10
AGT,0.2091347509992837,6.593067317041153,10
TP53BP1,0.20906557203742876,14.24032834991981,10
C7orf61,0.2089837719621654,0.2962352333634111,10
USH2A,0.20892852785891722,0.03248229536961854,10
WDR7,0.20889316631545676,9.626086240210723,10
INO80D,0.2088220671530635,6.399916313911053,10
PLEKHS1,0.20881198944133209,42.51856086408008,10
AC100814.1,0.2088049583564298,7.599674008766983,10
AL161729.3,0.2087277132576244,0.7240180033750642,10
STS,0.2086530377736368,7.600947203521399,10
PROM2,0.20855758140338562,96.32489327744045,10
HMGXB3,0.20850181905949727,44.22785218622772,10
WASHC2C,0.20834925499041,23.080381434645837,10
UBAP1L,0.20829366364819318,1.696724681115444,10
KDM4A-AS1,0.20805515330133623,1.13318227580808,10
TCEANC,0.20786722525219994,3.3797273994992323,10
TVP23B,0.20781575399447147,22.691096300888113,10
SSRP1,0.20779355613879621,127.2549186849158,10
NEK1,0.2077757828901042,11.90077647113095,10
SPATA1,0.20774288771345478,0.3952303721762,10
PPM1B,0.20769774042688333,10.812978520324158,10
AARS1,0.20754146953674146,94.10196249175675,10
PSMB1,0.2075158056179073,277.0559183350974,10
AC018648.1,0.20748398089891232,0.5294023747773241,10
CCN5,0.20746856184613777,18.73175295727655,10
LINC00513,0.20739640528993233,0.18270118689079148,10
SPTY2D1OS,0.2073360483242081,1.1892351787020716,10
MRPL28,0.2072991375642918,127.06927266649893,10
THBS4-AS1,0.20724218982288403,0.2582594918368071,10
BRWD1-AS2,0.20720592492002282,1.6708742574541549,10
EPN3,0.20711062294205151,104.93895958425935,10
ZNF525,0.2071037979059475,7.90747713857743,10
GMPPB,0.20709551134749785,16.6205285845561,10
STEAP3,0.20697262517533332,48.83604553234164,10
SETSIP,0.20696435516797054,0.29316305730925857,10
AC127024.4,0.20691081808267234,3.560575500224269,10
KDM1A,0.20689799177225227,84.56865867946429,10
PRR15L,0.20685453532036344,97.21023736576326,10
C9orf163,0.2066419152896165,1.0919298243585034,10
MYO3B,0.20663873441687727,2.7800974876773124,10
ANKS3,0.2065460088738448,8.33028493975317,10
RNF139-AS1,0.2065353508101781,2.2896018885565685,10
ORMDL3,0.20649355655752452,459.36759963082056,10
TSSC4,0.20648580190721655,55.206527476394655,10
AL050309.1,0.20642537766616953,0.6010953920005215,10
ZNF764,0.20638482313609738,13.89841455858696,10
BRAP,0.2063708731312998,28.210988709285697,10
RAB3IL1,0.20635075459280508,18.141017534252555,10
FUBP1,0.20633293831427182,60.12489457136772,10
CSKMT,0.2062979904552092,3.354076890351388,10
RNF8,0.20608813380957308,13.830954475398382,10
RPS6KA4,0.20599206970405795,59.30084585623773,10
AC022007.1,0.20591311189845501,4.588385664974327,10
EVI5L,0.20583166233108383,12.74272011070976,10
Z82217.1,0.20582527515310864,0.15245216624462585,10
ARHGAP8,0.205702018149499,3.416783453182445,10
PRANCR,0.20567278958986993,0.42118966137446306,10
VCP,0.20563540881021253,182.45439970697893,10
STPG3,0.20561884116772533,0.5432968626280792,10
AC009065.4,0.20544902185311614,4.920390602290644,10
BBOX1,0.20544695638807042,4.611792245856705,10
WAC,0.20538100267212103,57.1878837792625,10
GPR17,0.20536407506049525,2.901540558973225,10
CFAP73,0.2052610648180968,1.5739453576523292,10
ZFP92,0.205245427364576,2.470897374644334,10
TIMM10B,0.2051626542813642,56.09340896373377,10
MCF2L,0.20513914087814672,9.87486686398261,10
GFOD1,0.2050626846341774,8.396882077714633,10
MCRS1,0.20505578838428806,69.23779548795353,10
C17orf58,0.20498659781254452,143.6820637087269,10
ADGRL1,0.20494355366590236,37.937060703922874,10
VPS13B,0.2049405885940512,18.423061573578217,10
PKN1,0.20488664756998357,133.44644359487543,10
AC010973.1,0.20485843504723636,0.8419903581145575,10
NPIPB5,0.20474947879762417,0.5378592130906394,10
AC073343.2,0.2046755016225537,0.1913245199491181,10
FOLH1,0.20465921505640458,4.064366440395493,10
KIAA1328,0.20465289784576207,2.4104542271732217,10
DAP,0.20462314078723878,261.55377775546805,10
HPCAL1,0.20457786036640618,22.30910142642991,10
TCIRG1,0.20456046068478248,44.708299302332904,10
RBM12B,0.20452660829625738,10.739645108744284,10
SKIV2L,0.2045259559869262,37.16862116512891,10
NCOA2,0.20444817741417703,42.91868780803057,10
P4HA3,0.2043920800609575,11.135950630501519,10
TP73,0.2043849232179122,4.181781456358342,10
RARA-AS1,0.2043108153373486,3.7227354093955127,10
RPS6KL1,0.20431017849654914,3.173593995469203,10
NME6,0.20430000672768395,16.281704951900785,10
SOX12,0.20429379532682618,53.19976518536958,10
TSC1,0.2041328680777809,9.137190228035788,10
ABHD18,0.20411746145720816,5.366810410404507,10
AC010531.3,0.20402939638298573,0.22319715860660677,10
LDB1,0.20397165248007573,98.9116113182232,10
CHKA,0.20395779977407666,17.664302797879305,10
HADH,0.20391843361375392,21.725338346710117,10
ASB1,0.20390820422391903,10.085299133526924,10
IGBP1-AS1,0.20389296981245691,1.577978898460673,10
CRTC1,0.20387339339374416,10.063370472852311,10
AC007663.2,0.203771885665715,0.0716244696251046,10
SLC25A36,0.20371530496517518,25.172504866649852,10
CBLB,0.20369503348129786,8.11347547909547,10
ENOX2,0.2036705364916278,13.361106996246127,10
SNRPE,0.20352189897429385,121.91051918552989,10
TMEM184A,0.20350246692587778,13.112846636453732,10
L3MBTL2-AS1,0.2034994392294791,0.4790617650058047,10
AC023051.1,0.2033692785980539,0.2422208862919416,10
ADAM32,0.20334611209280173,5.174734422898075,10
AL356512.1,0.20329111322530838,0.6038634874763709,10
TSC2,0.20316386893138427,15.918611405884189,10
AL731566.3,0.20304965787472395,1.9773728796192451,10
OSBPL9,0.2029902143345809,32.17097988417596,10
ZFAND2A,0.20298346997033764,17.19876856004784,10
LAGE3,0.20297840520861632,137.90860004577368,10
NOL10,0.202957857406833,28.79608070378726,10
ZNF778,0.20294222289069533,2.818994760052418,10
FSIP2-AS2,0.20290073652610996,0.5459329190811029,10
HNRNPUL1,0.20289512646478383,152.86657006259006,10
AC009283.1,0.20284353654243534,29.11638456302429,10
MATR3,0.2028390199329798,0.4334750440851008,10
ADRA1A,0.20283218824197055,1.748581383028492,10
ADAT1,0.20279258915375264,22.99820741937865,10
GCA,0.20274443277429482,11.635880448888658,10
ETFRF1,0.20273525174720233,23.905352215630064,10
BLOC1S5,0.2027318524001522,16.230707717734038,10
GNAL,0.20251469261490734,2.3873335385906294,10
ELAVL3,0.20250476739048984,2.1824491293133637,10
AC069213.1,0.20239497047558108,0.6786078416677676,10
ATG12,0.2023571099076539,18.70586657646575,10
CCDC189,0.2023557100674344,0.8711745922145169,10
PLEKHA4,0.2022013024285459,21.95427899551925,10
APAF1,0.20218464975891642,8.67614104759515,10
ATXN2,0.2020870067889939,10.161500163635345,10
ARSI,0.20203979997261903,5.729734660460996,10
MVP,0.20181553178371572,135.3800679761929,10
ARID3B,0.2017819090786117,3.3605253825826025,10
LHFPL4,0.20175446274170772,0.11701978909226443,10
AL121839.2,0.20172931468467892,4.588479157875267,10
FAM185A,0.20166747076607064,5.2697286923652635,10
KRT36,0.201661727773478,0.12350747320469596,10
AP001160.2,0.20165086636126245,0.5674223869564438,10
TERF1,0.20131335392415947,6.038803981853936,10
IRF7,0.2012649004732473,53.15011753939774,10
AC004067.1,0.2012513077624981,2.2347449941124906,10
LRPAP1,0.20118300595468486,31.348577554737368,10
METRN,0.20112643788207704,201.20460702713143,10
ARHGAP39,0.201081634417288,25.15861935340594,10
LINC01415,0.2010689770226434,0.16157475800234353,10
EIF4H,0.20103448621452663,144.74405460487415,10
SS18,0.20100857169945613,88.41459055123775,10
MAGT1,0.2008743213163985,91.87530809630172,10
TAS2R4,0.200831963615552,0.7165567117043069,10
BRD3,0.20081388695405575,34.15396600866767,10
WNT8B,0.20081365114581143,0.24238519989695237,10
WDR54,0.2007008320372064,30.219790913845646,10
UFSP1,0.20069149281830448,7.063533126100218,10
FMR1-AS1,0.2005917403709346,0.14636414453320865,10
MGP,0.20042811309429112,974.2995059199109,10
HDAC6,0.20038627929995007,14.691414147232068,10
AL121574.1,0.2003222208665326,0.5418274629887584,10
STEAP2,0.2002768511993275,15.680922147202413,10
AL354743.2,0.2001028956964471,0.6851072262349052,10
TBC1D25,0.20008268504066454,13.25595912326264,10
EREG,0.199983848619732,6.127918908491165,10
OSBPL10,0.1999159323452767,9.846991401558986,10
NUDT2,0.19991166169612032,72.90431145343418,10
DYRK1B,0.19987269144026937,32.61450610293979,10
TKT,0.19986719960544927,107.82486488216603,10
CACNB3,0.19982869617777899,29.139646170450177,10
ZNF221,0.19979605559147315,1.9758001517060728,10
RAB11FIP3,0.1996403776094614,55.44706500763536,10
IL20RA,0.19943484976673756,21.3317695772998,10
PALB2,0.19942914018053287,14.676889545280646,10
AC145285.2,0.19926814882409336,0.9489341270125459,10
CNOT4,0.19915531211188423,14.737069870570782,10
AC007262.2,0.1990611587382816,0.11652120315609744,10
DARS-AS1,0.1990393268056083,0.8575234092122825,10
CD22,0.19902997517223386,4.0538895095825875,10
SWSAP1,0.19897949856422031,10.06538488285214,10
USP13,0.19897102277299863,27.138463240334815,10
PICART1,0.19893389934832165,0.6146235383971103,10
ZBTB46,0.19892827057191462,4.660217145596159,10
AC139795.2,0.19884039374422094,1.9872570857295586,10
PPFIA4,0.19879061166650397,1.85833532420928,10
TRMT10B,0.19870263713502498,13.78828972898088,10
RNF43,0.1985822199548044,28.3157507504512,10
NFYC,0.19848810801921762,23.667996265285954,10
CCDC153,0.1984259132517978,5.610223591847959,10
CELA2B,0.1984180816135621,0.09310967349551252,10
SMIM7,0.198351295236888,25.467613804661934,10
ZKSCAN7-AS1,0.19813686506630865,0.9839549507128243,10
INO80B,0.19810129414456712,0.44796282301254337,10
CCAR2,0.1980913631728362,48.60707812750631,10
AC040169.3,0.19807682900421308,0.5082304769185136,10
LINC01962,0.19806395083710615,0.08314781425983299,10
ANKRD31,0.198053754175814,0.48769509322510735,10
PARM1,0.19800596824117547,32.53116844155082,10
GOLGA8N,0.1979012457075473,0.2426598256436601,10
AC090912.3,0.19782846685457461,0.659289162178465,10
LDHD,0.1977691057123722,23.633663091788552,10
ATP5F1D,0.19763737135948314,93.00379493202045,10
MFSD11,0.19742874943932753,15.394046891028912,10
HCAR2,0.19742855976103393,6.121199250047092,10
MSL2,0.19741573565289422,35.67065906755683,10
MPZL3,0.19738157463885278,17.83403838389212,10
H3C3,0.1973813223674016,3.0293589706895903,10
CX3CL1,0.1973598989078679,43.405780930050305,10
CDHR4,0.19729989539894707,3.831031169718048,10
PLD2,0.19726619817673663,31.946949570248616,10
AC015819.1,0.19722878244662265,2.8689029722282178,10
AURKAIP1,0.19722071212658143,190.0827179701534,10
ZRANB1,0.19716546277789532,10.471622903542892,10
AC006213.2,0.19703569216300104,0.28018301395953477,10
MXD4,0.19703113795376792,45.222382178214225,10
AC118344.1,0.19701969086567098,0.8691789834218074,10
TRAPPC12-AS1,0.19696417713062478,2.183565613484562,10
AC091564.5,0.19695640945635548,0.23346743246861307,10
CFAP300,0.19693799793970673,4.848981652298046,10
LY6G5C,0.196905445662466,3.37025365984606,10
AL117339.4,0.1967508107156696,0.8129815812210887,10
TRADD,0.19673378499559382,31.702549380001457,10
AC005962.1,0.19660083253591562,2.987089232258178,10
FYTTD1,0.19657620743466314,44.76968461593174,10
C9orf116,0.19656520107612058,19.439913819040235,10
RADX,0.19654270238431026,7.45916305398616,10
AC092354.1,0.19653850082412114,0.6863129015575992,10
STIM1-AS1,0.19653628744341284,0.6723461218969002,10
TCHP,0.1964703503175061,6.555096209102524,10
TBC1D13,0.19646182863634298,36.601789930487676,10
PDIA4,0.19636267117420195,334.14801104466574,10
HOMER2,0.19621234048469688,10.171609938184496,10
URI1,0.19620516001169097,74.93931217598151,10
TIGD4,0.1961124929767229,1.4061885796528502,10
UNC5B-AS1,0.19603200599732262,2.516094209082026,10
ANAPC15,0.19603029196770033,5.886483843650148,10
AC087500.2,0.1959392638576611,1.8687846629433182,10
AC141002.1,0.19591404112764763,1.6941287816398536,10
CFAP69,0.19574144197697513,2.9497469460001757,10
AC129507.1,0.1956787098248046,0.7409717036068519,10
RIMS1,0.19562870722080522,3.2867746611595976,10
GLIS1,0.19556823338618445,0.873856979637469,10
ORM2,0.19556729980355508,0.915995545413359,10
Z69706.1,0.19552188205461377,4.58285208480357,10
GNG11,0.1954447597464127,23.8195598472599,10
THG1L,0.1952261423817364,15.141478641517422,10
TFAM,0.19521234738977467,38.52689236849196,10
MPG,0.1951741479745172,60.14161761213996,10
AC016597.1,0.19509066044802223,0.12488178237220675,10
NAGK,0.19504101454181483,37.05038166284403,10
AL022322.1,0.1950243202689354,3.348265490075551,10
PRR13,0.19501693348437202,81.46706363868842,10
METAP2,0.19501142425809073,71.69979167182983,10
RAMP1,0.19481814517804508,169.0383399313577,10
HMGB3,0.19471835353887462,129.9229400642924,10
AC116036.2,0.19465887587286798,2.9888150096350308,10
POC1B-AS1,0.19461621948234853,0.7223691718159493,10
AP006545.2,0.19458271157818458,0.5586958653832295,10
ZNF213-AS1,0.19453803213943083,2.8470382792359223,10
R3HCC1L,0.19452047953889287,15.921689436208462,10
CTU2,0.19434608317919969,9.929690232006296,10
TMEM143,0.19424353110963105,5.34440120609028,10
LINC02696,0.19417048632257197,0.06715882111837834,10
GSTA4,0.19416245984254038,40.08942049891787,10
GNL2,0.19413984725244246,48.24937522502069,10
ZFP28,0.19408892671153524,4.815490512728458,10
NT5C3B,0.1940167594475639,57.07896264475571,10
CTDNEP1,0.19396447877178086,55.72378364153174,10
TNFRSF10A-AS1,0.19391519848167912,3.624717935080632,10
AC091607.2,0.19389631557855222,0.2617832755508905,10
DDOST,0.19378553015126326,260.7541558725968,10
AC090970.2,0.19371771264158152,1.01804637546844,10
ERF,0.19370657661849466,50.44525819971863,10
LARP4,0.1936718066551904,38.53279482581755,10
LPGAT1,0.19357660287327072,50.570835351671796,10
LINC01031,0.19347232775110174,0.13901363032310074,10
MBNL3,0.19335868690926777,6.12120149688151,10
AC005041.3,0.19332791111985842,2.4347528058811028,10
SLC35C2,0.19330951469643115,38.175603835912305,10
ST7L,0.19327029219196953,4.704519416870596,10
AP000442.1,0.19324133667713073,0.6138997195897257,10
TMX2,0.19318372724415325,158.19045677314188,10
DCXR-DT,0.1931300359104836,0.4731231519901863,10
ODF3L1,0.19308793340511116,0.7656529321845963,10
ZBTB11-AS1,0.19308692655323587,3.422703492969588,10
AC006299.1,0.1930518406670412,0.1717619985570767,10
C1orf216,0.19300053951811777,29.258114249067443,10
KLHDC8B,0.19298136515329642,69.24167855368901,10
KIAA1109,0.19298055194024993,21.69137627695853,10
EFCC1,0.19297936813938582,26.153225551978373,10
DBN1,0.19284941910452016,77.59158010244265,10
KCNQ1,0.1928388992218451,5.248232195038266,10
WNT9A,0.1927942076870466,25.999372351159437,10
IFT140,0.1927767995569022,27.73978350482132,10
AC021739.2,0.1927746527295316,0.8270863409275085,10
FASTKD5,0.19263433121783097,28.35999591658542,10
RAB2B,0.19258614592798873,22.22538696148403,10
RNLS,0.1925665335865004,4.632743707354668,10
ANKRD23,0.19255981646937984,0.5758347304538619,10
STYX,0.1924547575027569,22.87716139524498,10
AC020612.3,0.19241451675802007,0.24021922753934052,10
SERPINA1,0.19233496447764706,73.16536929603018,10
SMARCC2,0.19228212012881635,37.232740214557424,10
ANKS1A,0.19224017489796466,25.35818852764413,10
PDE2A-AS2,0.19218518487096523,0.6842991559619267,10
AC068279.2,0.19218381233167697,0.6391513513111414,10
SCFD1,0.19209176535894945,5.571591743346072,10
AC093510.2,0.19205672325297635,1.1379992357667168,10
ASL,0.19200285654694224,7.8938950612282985,10
ARL17A,0.19196076324342112,0.426114681082695,10
CDX1,0.19194432569381287,1.1893612197354442,10
MRPL14,0.19186388832186668,225.59728075168405,10
ABHD5,0.1917886004402317,23.06520477163341,10
LANCL2,0.1917599748398129,20.612861064642132,10
FLNB,0.19173489483076114,321.6946169001345,10
CLASP1,0.19173182995605378,26.568476991886623,10
CLEC2L,0.19170881977542018,0.6763608500489442,10
KDM8,0.19170698822399868,3.8240531429986357,10
RCL1,0.19168900213489026,14.562041719797746,10
NDUFAF5,0.19167960207360218,3.4601767581889495,10
DUS4L,0.19156407776977846,2.415516449027846,10
AC093388.1,0.19154879336446703,1.2422114663745119,10
PPIL4,0.19151057875393715,39.21207259763549,10
NFYB,0.19150752957327544,27.41079242905214,10
PHC2-AS1,0.19141797412775322,0.4472031083861025,10
SALL4,0.19137220034685173,4.782421664814032,10
LINC02532,0.1913047498277448,1.5515183540996127,10
SETD2,0.19128773570339347,39.07417252902907,10
TNFSF4,0.19128402110738096,5.675485188562421,10
LZTR1,0.19126275957647432,6.352756359617541,10
AC069360.1,0.19122206949481557,0.38831211574198127,10
NRXN3,0.19107991044211642,1.4558211291621874,10
LINC01506,0.19082099430216326,0.2891882397024854,10
EIF4E,0.19078908961661822,8.024568474332893,10
BX323046.1,0.19074770286429116,0.22174244458351206,10
TCOF1,0.19074761107408786,19.494542269841283,10
PPP1R2B,0.1907253869136918,0.09193417389763942,10
AC106038.1,0.1907171743668539,0.19314737620172606,10
SIK1B,0.1906212434680519,6.697751124211759,10
EFTUD2,0.190602001288753,41.134182951640064,10
IGDCC3,0.19059428089111807,6.084369676095286,10
CFAP36,0.19058846178309227,55.90275968791705,10
RNASE10,0.1904671405656761,1.7969321076028821,10
ADAMTSL2,0.19044372050549135,5.231718587320095,10
UPF2,0.19044052439861286,32.98789138267243,10
DGCR8,0.19039889842680863,17.270483277193605,10
COMMD8,0.19034280682304464,23.56339299689342,10
PON3,0.19033991222338087,5.466628526478568,10
C10orf67,0.1902076153437947,0.08513270206076502,10
MAML1,0.19018516411361833,38.07333413085426,10
AC003086.1,0.1901001114245307,1.076118987492156,10
ANKRD1,0.19003063703595283,0.3897563688937547,10
ZMYM1,0.18990749802218485,9.531792866320949,10
SUPT3H,0.18971772990279268,9.415584024964568,10
INSYN1,0.1897123020925652,8.41269889479214,10
PCK1,0.1897114802652171,1.277481120227181,10
LINC02762,0.18965184619477266,0.5494030028517591,10
STIP1,0.18957467030306138,187.4980524850741,10
NLK,0.18953799893061474,43.93683084918406,10
NDUFAF6,0.18952932190599064,19.605611944251933,10
TMEM68,0.18933285991254084,11.741269984841374,10
AC100793.4,0.18932123810749513,9.283214306840943,10
BZW1,0.1891603705017362,93.15864390665762,10
ABCA7,0.18915607024140035,5.550766567319677,10
ANKRD10,0.18914956305996822,60.619100948405396,10
AC011451.3,0.18909593490180168,0.20525655496653555,10
HPGD,0.18900042871928696,8.157536825973654,10
LLGL1,0.18888737258270652,26.316232685478884,10
ZNF664,0.1888862006956618,142.30737680668432,10
FEZ1,0.18882266062747313,1.962864404312505,10
SNX16,0.18881420252019537,10.770106229128013,10
SRRM2,0.18877633638570343,205.08156208310768,10
R3HDM4,0.1887516431448903,101.33122196393582,10
STK24-AS1,0.1887031493860833,0.8072493250919777,10
SHISA4,0.18869249592667264,34.64824471087528,10
C9orf106,0.18864624975510352,1.9958524772581836,10
C7orf25,0.18858086382736108,0.36820023629088294,10
TMEM107,0.18850034535919077,12.598279723405266,10
DDAH1,0.1883639656926449,56.04398052296607,10
CYTH2,0.18833178614340293,35.561803509926534,10
RABL6,0.18830078780065415,41.056955673759184,10
KYAT3,0.18828411967328118,45.13383379205783,10
MIR3677,0.18825330233757492,8.868683906129137,10
AC110995.1,0.18820219109290662,2.078268085723855,10
ARAP3,0.18812416807791008,7.850559788358235,10
SMG1,0.18809515350809392,21.7688617118361,10
ZNF277,0.18807896890464523,19.265246156608242,10
VMA21,0.1879641459899675,39.180026696739795,10
SOX2,0.18788034408806686,13.289237767309649,10
LRRC8E,0.18784308532246002,1.4555340503214425,10
AL031667.3,0.18782145630641459,0.9669281109910427,10
LHX6,0.18781064872451897,4.747086107045237,10
ANKRD12,0.18777414276150486,22.202627994724455,10
PIK3R1,0.18768710626226012,43.75097920073055,10
ANKRD9,0.18764010754714738,7.141101516128733,10
TCERG1,0.18759317669801315,20.150173657807493,10
LIN7C,0.1874086399359897,24.181424280351397,10
C22orf34,0.1874057385075703,0.3252541942853608,10
EVPL,0.18739057539620882,70.00144120939748,10
ZC3H4,0.18738059334172302,29.0474167806647,10
C11orf68,0.18715154166084408,93.59257901861574,10
AC024884.2,0.187090889845686,0.23832423711195544,10
SNAPC3,0.18708970151002047,18.640457687182494,10
VPS37A,0.18708492957537973,21.43953486050467,10
LMAN1,0.18700603587822062,147.79419892671896,10
AP003119.3,0.18697143347880835,0.9404367003021623,10
AK5,0.18697142393194813,3.4654743316246086,10
RBFA,0.18691463282857346,5.025999773754783,10
AC120053.1,0.18665291184335697,9.189534937833574,10
FBXL2,0.18664973534482449,7.223940395932688,10
PISD,0.18662694796058177,51.146074563090345,10
PPP1R10,0.1865459527500518,87.48160635069507,10
MYH15,0.18635795862868343,0.2477871505045192,10
SYNGR2,0.18629292670130962,290.7278316332216,10
FBXO33,0.1862718054893705,17.266577124469595,10
SLC6A4,0.1861352889261407,93.24567493494396,10
STXBP1,0.18598929475013445,12.355076198851862,10
SLC34A3,0.18592338371521813,1.2112505150145878,10
HSD52,0.185921012963028,0.08010220963148018,10
EGR1,0.18591197344283744,328.9541262048075,10
ATXN7L3B,0.18586846395092407,86.01701353374884,10
MCRIP1,0.1857719998440776,143.96885333400925,10
SIX5,0.18576506664470044,5.774994406023103,10
PDE4A,0.18576306310686777,25.877693082169007,10
EP400,0.1856370773315573,14.116138326935749,10
KMT2E-AS1,0.1854738468648184,13.280208510031187,10
NSUN7,0.18538300510939384,3.614610913428363,10
CH17-340M24.3,0.18533063560334279,41.499801042466785,10
AGTRAP,0.185221158363851,73.014434422354,10
AL136162.1,0.18518628655127767,1.848339933446717,10
SS18L1,0.18510918492787184,21.991725393964288,10
RRAGC,0.18503484221399824,18.45097608175157,10
DRG2,0.1850209231116351,10.199190672763427,10
CCSER1,0.18500217676710565,1.2072224045698214,10
ZNF503,0.18496449233769055,7.182189267094755,10
AC008147.2,0.1847843126696181,0.27081775912355116,10
PPP1CC,0.18477170221715067,92.2784796715373,10
MIR9-3HG,0.1847553529725579,5.637302597737498,10
NDRG3,0.18475482015519584,78.6760887312111,10
ZNF749,0.184624964705469,4.027841524261248,10
PKM,0.18461873949267368,576.7719947275505,10
CRYBG1,0.18457955626758504,41.54045241537763,10
ZNF33B,0.18456140884816105,19.540876166797894,10
CHD2,0.18453905561112158,20.21145130324529,10
MYO10,0.18453530576995436,27.39726454680693,10
SEC61B,0.18440710109139552,205.16098472565966,10
SORBS1,0.1843336491128401,15.531067641305572,10
UTP11,0.1842241563684077,34.17523395613981,10
KDM4C,0.1842074546586352,7.391695646650685,10
PPP1R8,0.18419401758567802,63.19330244235088,10
SIPA1L3,0.18419067920323454,29.364435561946536,10
ZFP30,0.1841321247559859,6.062775181025312,10
TP53I3,0.18399238800949375,16.405377347282798,10
IL17RD,0.1839779155390106,18.56339017626436,10
SPDL1,0.1838905428706834,9.430103992697953,10
FEM1A,0.18388915809042386,0.2954468245366881,10
RPL22L1,0.1838812012452836,40.68415006727826,10
STX19,0.1838563539778786,1.4721994968042305,10
CTDSPL,0.18381486050647342,43.036201044729246,10
SHLD2,0.18377555945298685,29.839735171781726,10
RNF122,0.18364896355975072,22.66893328343599,10
AC010240.3,0.18362090754215893,0.3949276512432386,10
CNNM2,0.18359899586957143,2.8006020118610575,10
ERICH6-AS1,0.18352886525249784,0.5088763283014822,10
MEOX1,0.18350280049976628,17.846689590853863,10
AC026741.1,0.18346410044752504,0.3637608891202371,10
HSD11B1-AS1,0.18345896751529928,1.9508522498377117,10
NEU3,0.18342164845865122,8.270189891042573,10
HSPB9,0.18340345047601822,0.7616480908295138,10
AGL,0.1833611092451297,12.525920777801007,10
KIDINS220,0.18331760840684552,22.693991977831786,10
ATP5F1B,0.18327457823262935,1004.2714863366739,10
PHIP,0.18326985169194632,22.953803213994775,10
PRMT5-AS1,0.18326394952779843,0.12208414142018707,10
NEMF,0.18315051187070958,11.480301266359993,10
TRAPPC3L,0.1831060830508442,0.09180319653008874,10
AC069224.1,0.18310439295883968,1.132329969986046,10
MRFAP1,0.18309447042812718,476.57687131903407,10
FXR2,0.18307745119673977,35.75949929634332,10
AL589745.1,0.1830690203543109,0.029477643907905596,10
KLHL33,0.18306513606089536,0.12139511636684848,10
AC116351.2,0.18295752395141154,0.5848191755631,10
AC026704.1,0.1829386045819968,2.5650800717166766,10
Z69733.1,0.18293848087815381,0.2826110333564722,10
LINC00667,0.18292719293623927,8.29363738473705,10
TOP1,0.1828773916247639,130.28524824181957,10
AC092802.1,0.18274732239378666,0.11585381182945012,10
ZNF782,0.1827263812647758,3.146809892556178,10
TSPO,0.1827116400547774,342.08727508536145,10
AC093512.2,0.18253596392561666,6.8651181124891725,10
UBXN2B,0.182533384203228,39.87177515258796,10
NRBP1,0.18250026541596645,92.6033645204292,10
LINC01410,0.18249622013106925,6.984281813445782,10
ZNF708,0.18249059832487277,5.787187359836706,10
AC068792.1,0.18232461248374243,1.150791294463961,10
BX323046.2,0.18231091314156686,0.3985449818408095,10
ZNNT1,0.1822955855251537,4.378850771950468,10
CPS1,0.18223625850001854,5.008950144731152,10
SMARCC1,0.18222269948391304,125.4515732852763,10
NKAIN1,0.18214882432335938,119.04729089265759,10
HSPA12B,0.18204301392262837,11.571022143586722,10
LINC00174,0.1820285368507931,1.8531032040977489,10
ZNF474,0.18195182151413528,1.9357031157398785,10
CPB2-AS1,0.1819341038078674,0.09048784282487617,10
MEIS1,0.18185919943374385,2.674221586814065,10
FAM149B1,0.18185387827913604,7.277881831026705,10
PINX1,0.18167788760812303,6.394866077809422,10
ZNF197-AS1,0.1816476675931035,0.8497758547930485,10
KIF3C,0.18150617438281635,22.03395002576199,10
AP2S1,0.18147668005705594,206.5951209211329,10
ADGRD1,0.1814492327144729,0.6313933693024405,10
TSPAN17,0.18140652693260234,32.979453734301714,10
INSYN2A,0.18135067179545386,54.28458962326112,10
LINC01907,0.18117258061284638,0.2541720980255857,10
ZNF530,0.18116592432979897,2.380308510187445,10
DVL1,0.18115718569734918,58.0194249026844,10
AC002128.1,0.18112628742117604,6.480735700115161,10
PIGQ,0.18111046210495133,34.92528491045787,10
USP8,0.18110836846125244,19.239897878566232,10
