gene,correlation,rmse,n_samples
SDCBP2-AS1,0.6330234404273176,0.7515247281601706,10
NLRP14,0.6330152745395308,0.047955913875087304,10
LINC02723,0.6328239252349268,0.11654865359742791,10
MORC4,0.6319686737748488,24.285683047663518,10
TBC1D3B,0.6317770606095123,0.11999728449606252,10
AC016876.1,0.631351438554762,15.609060247722978,10
LRAT,0.6311859581621677,1.3188030212222095,10
PLA2G4C,0.6309798162167758,5.9149675468295095,10
AL157400.3,0.6306190156948752,0.2266613962875123,10
EPO,0.630481895121087,34.429958662678196,10
DIPK1C,0.6302628888858633,0.37959072312489206,10
STAU2,0.6297911726443222,21.12169653099561,10
PCLO,0.6293607724103109,2.9986829776218,10
TMED6,0.6292718526293192,0.7219581901977138,10
ARFGEF1,0.6285933589485595,67.40375436494021,10
MBOAT1,0.6285922297505829,113.90229278702158,10
SLC35F2,0.6284394902069509,29.702048972170324,10
RPL26,0.6278200852221197,52.21786247090521,10
ZNF551,0.6277722561957266,5.671579115078752,10
PHETA2,0.6276590380650391,36.644078144587525,10
FAM177B,0.6275202217376099,7.444103901663875,10
COX7A2L,0.6268286362049797,71.99592255500909,10
FAM222B,0.6265690685124236,48.76658437786405,10
CCDC112,0.6263954127191731,14.232806640647528,10
SMAD4,0.6263900469630017,19.1759018831669,10
GNAZ,0.6262222521563393,9.82023809232057,10
BX322562.1,0.6254675333661284,3.3723479043359017,10
AC097376.3,0.6251729191501987,1.481444037622317,10
TTC22,0.6249578697261006,6.487428911543608,10
DEPDC4,0.624880375200971,0.7342425672616334,10
AGRN,0.6247073583954007,82.14463092508294,10
PRKG1-AS1,0.6245380720444246,0.06425553074766732,10
GPR143,0.6239681760188983,8.450559983503561,10
RPL13,0.6239494032097644,686.955297475283,10
COA1,0.6238658672016342,8.897647128911126,10
MNT,0.6235316332640879,8.905185905387851,10
RABGAP1,0.6234311940987387,41.757199655523884,10
TERF2,0.6224174885062853,19.17970433595282,10
RBBP8,0.6220654031948021,42.06065656925263,10
FABP3,0.6219686030861172,88.41126259998657,10
SRCAP,0.6215000227674745,1.1806170268517049,10
XPNPEP3,0.6213961920706823,11.916133537809552,10
LINC02688,0.6213404614944404,0.24081161999517606,10
AL157827.2,0.6210775948335495,0.12799349921633552,10
GNAT2,0.620726881231126,1.6979964686536166,10
LINC01977,0.6205962091440298,8.685027213674468,10
SCD,0.6203120060802818,1239.665537477321,10
HAS3,0.6202677967496929,2.7119305407566228,10
FKRP,0.6194566505237141,8.460978563968716,10
C9orf50,0.6188663003660165,0.25190929296775005,10
FZD2,0.6187270815928666,12.632320786037521,10
PPA1,0.6186977467295289,111.66623026690698,10
ADNP,0.6179779206991952,104.36391611493663,10
HTRA3,0.6172673046740201,113.20893638119524,10
ZNF529-AS1,0.6171179266144827,2.0568138229067348,10
TMED2,0.6169710681573377,403.8559317795548,10
CRTAC1,0.6167070369929792,6.500532142653662,10
ZNF570,0.6163480069935723,4.259216502738469,10
OXT,0.6163145925909603,1.541459365387487,10
CELF1,0.6161593346534806,44.907838579150074,10
PAIP2B,0.6159254950324854,5.27655118767534,10
TTC33,0.6158336911241652,4.5885075387085426,10
ASAP2,0.6156892649257885,15.34296915036391,10
C1orf53,0.6154685672724055,12.115735170367676,10
ALG6,0.6152211015321035,9.993947671611739,10
SLC25A40,0.6152156535913373,11.38440970730378,10
FANCL,0.6149589311111049,17.96336155535995,10
SHISA9,0.6148387247673777,12.588668467195706,10
SCT,0.6145940769607469,5.111033943835938,10
CSE1L-AS1,0.6144701288289318,0.23218351373769164,10
RRAS2,0.6138285113547998,20.166305958662125,10
TAS2R19,0.6137216474735515,0.4040105710559793,10
